Время (сек),[Вертолет] Состояние,[Угловая скорость в связанной СК] По оси X (град-с),[Угловая скорость в связанной СК] По оси Y (град-с),[Угловая скорость в связанной СК] По оси Z (град-с),[Полное ускорение в связанной СК] По оси X (G),[Полное ускорение в связанной СК] По оси Y (G),[Полное ускорение в связанной СК] По оси Z (G),[Полное ускорение в нормальной СК] Северное (G),[Полное ускорение в нормальной СК] Восточное (G),[Полное ускорение в нормальной СК] Вертикальное (G),[Полное ускорение в нормальной СК] Перегрузка (G),[Напряженность МПЗ в связанной СК] По оси X (Гаусс),[Напряженность МПЗ в связанной СК] По оси Y (Гаусс),[Напряженность МПЗ в связанной СК] По оси Z (Гаусс),[Координаты в стартовой СК] Удаление на Север (м),[Координаты в стартовой СК] Удаление на Восток (м),[Координаты в стартовой СК] Высота (м),[Координаты в стартовой СК] Удаление по горизонтали (м),[Координаты в стартовой СК] Уход по горизонтали (м),[Координаты в стартовой СК] Уход по вертикали (м),[Координаты в стартовой СК] Ошибка по горизонтали (м),[Координаты в стартовой СК] Ошибка по вертикали (м),[Координаты в стартовой СК] СКО курса (град),[Координаты в географической СК] Широта (микро град),[Координаты в географической СК] Долгота (микро град),[Координаты в географической СК] Высота (м),[Координаты в географической СК] СКО широты (м),[Координаты в географической СК] СКО долготы (м),[Координаты в географической СК] СКО высоты (м),[Скорость относительно Земли] Северная (м-с),[Скорость относительно Земли] Восточная (м-с),[Скорость относительно Земли] Вертикальная (м-с),[Скорость относительно Земли] Горизонтальная (м-с),[Скорость относительно Земли] Полная (м-с),[Скорость относительно Земли] Траекторный угол (град),[Скорость относительно Земли] Путевой угол (град),[Скорость относительно Земли] Угол сноса (град),[Скорость относительно Земли] СКО северной (м-c),[Скорость относительно Земли] СКО восточной (м-c),[Скорость относительно Земли] СКО вертикальной (м-c),[Скорость относительно воздуха] Северная (м-с),[Скорость относительно воздуха] Восточная (м-с),[Скорость относительно воздуха] Вертикальная (м-с),[Скорость относительно воздуха] Горизонтальная (м-с),[Скорость относительно воздуха] Полная (м-с),[Скорость относительно воздуха] Угол атаки (град),[Скорость относительно воздуха] Угол скольжения (град),[Ориентация] Курс (град),[Ориентация] Тангаж (град),[Ориентация] Крен (град),[Ориентация] СКО курса (град),[Ориентация] СКО тангажа (град),[Ориентация] СКО крена (град),[Время] Дата (ddmmyyyy),[Время] Время (hhmmsssss),[Точка цели] Флаги,[Точка цели] Широта (микроград),[Точка цели] Долгота (микроград),[Точка цели] Высота (м),[Точка цели] Скорость (км-ч),[Точка цели] Путевой угол (град),[Точка цели] Азимут (град),[Точка цели] Возвышение (град),[Точка цели] Дальность (м),[Автопилот] Код ошибки,[Автопилот] Режим работы (0-A 1-AM 2-M),[Автопилот] Заданный путевой угол (град),[Автопилот] Текущий путевой угол (град),[Автопилот] Заданная высота (м),[Автопилот] Текущая высота (м),[Автопилот] Заданная скорость (км-ч),[Автопилот] Текущая скорость (км-ч),[Автопилот] Заданная вертикальная скорость (м-с),[Автопилот] Текущая  вертикальная скорость (м-с),[Автопилот] Заданный крен (град),[Автопилот] Текущий крен (град),[Автопилот] Заданный тангаж (град),[Автопилот] Текущий тангаж (град),[Автопилот] Заданный курс (град),[Автопилот] Текущий курс (град),[Автопилот] Заданный траекторный угол (град),[Автопилот] Текущий траекторный угол (град),[Автопилот] Текущий угол атаки (град),[Автопилот] Текущий угол скольжения (град),[Автопилот] Заданная тяга (%),[Автопилот] Триммер автомата тяги (%),[Автопилот] Триммер руля высоты (град),[Сервопривод направления] Код ошибки,[Сервопривод возвышения] Код ошибки,[Силовая установка] Тяга переднего левого двигателя (%),[Силовая установка] Тяга переднего правого двигателя (%),[Силовая установка] Тяга заднего левого двигателя (%),[Силовая установка] Тяга заднего правого двигателя (%),[Передний левый двигатель] Код ошибки,[Передний правый двигатель] Код ошибки,[Задний левый двигатель] Код ошибки,[Задний правый двигатель] Код ошибки,[Футаба] Канал флагов,[Футаба] Код ошибки,[Канал крена] Относительное положение,[Канал тангажа] Относительное положение,[Канал направления] Относительное положение,[Канал тяги] Относительное положение,[Канал автопилота] Относительное положение,[Канал двигателей] Относительное положение,[Канал парашюта] Относительное положение,[Канал связи] Относительное положение,[Канал полезной нагрузки] Относительное положение,[Канал режима] Относительное положение,[Канал 11] Относительное положение,[Канал 12] Относительное положение,[Канал 13] Относительное положение,[Канал 14] Относительное положение,[Канал 15] Относительное положение,[Канал 16] Относительное положение,[Батарея] Код ошибки,[Батарея] Напряжение (В),[Батарея] Ток (A),[Топливный бак] Код ошибки,[Топливный бак] Остаток (л),[Топливный бак] Уровень (%),[Топливный бак] Расход (л-мин),[Высотомер] Код ошибки,[Высотомер] Расстояние (м)
200.221,1,-0.04296718,0.02625465,-0.0209791,-0.02423443,-0.01297752,-0.001064658,-0.02628779,-0.008054182,-0.0008530617,1.001231,0.109213,0.05366263,0.3876159,-1456.747,-249.3996,0.07138062,1477.942,6246.37,7.664428,0,0.04315186,0,55883189,37545119,197.5095,1572.377,1572.495,0.4741232,-26.91556,-6.747368,-0.06667121,27.74841,27.74849,-0.1376646,194.0733,-25.13436,12.89087,12.89393,0.2861614,-26.91556,-6.747368,-0.06667121,27.74841,27.74849,-0.413095,-25.13436,348.9631,1.380704,1.647221,2.693244,1.703276,1.799532,6011980,320219,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9631,0,0.07138062,5,99.89456,0,-0.06667121,0,1.647221,0,1.380704,0,348.9631,0,-0.1376646,7.586906,-25.13436,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.22223,2.191,0x00000000,19.79568,98,0,0x00000000,0
200.231,1,0.008559658,-0.01038637,-0.02097904,-0.02269812,-0.01530763,0.0004547238,-0.02520428,-0.01068756,0.0005614161,0.9998135,0.109213,0.05366263,0.3876159,-1457.017,-249.4671,0.07070923,1478.219,6246.37,7.664428,0,0.04315186,0,55883187,37545118,197.5088,1572.47,1572.588,0.4762263,-26.91802,-6.74845,-0.06673184,27.75106,27.75114,-0.1377766,194.0742,-25.13546,12.89145,12.89452,0.2868381,-26.91802,-6.74845,-0.06673184,27.75106,27.75114,-0.412826,-25.13546,348.963,1.380601,1.647278,2.693406,1.703468,1.799721,6011980,320229,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.963,0,0.07070923,5,99.90411,0,-0.06673184,0,1.647278,0,1.380601,0,348.963,0,-0.1377766,7.587175,-25.13546,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.22223,2.191,0x00000000,19.79568,98,0,0x00000000,0
200.241,1,0.09023915,-0.01840149,1.337794E-05,-0.0250556,-0.01791735,-0.000418663,-0.02803664,-0.01277459,-0.0003297329,1.000804,0.109213,0.05366263,0.3876159,-1457.286,-249.5346,0.07003784,1478.496,6246.37,7.664428,0,0.04315186,0,55883184,37545117,197.5081,1572.564,1572.682,0.4783387,-26.92077,-6.749736,-0.066705,27.75404,27.75412,-0.1377064,194.0754,-25.13663,12.89204,12.89511,0.287514,-26.92077,-6.749736,-0.066705,27.75404,27.75412,-0.4123096,-25.13663,348.963,1.380413,1.648157,2.693569,1.703659,1.799909,6011980,320239,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.963,0,0.07003784,5,99.91483,0,-0.066705,0,1.648157,0,1.380413,0,348.963,0,-0.1377064,7.587691,-25.13663,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.0596,0x00000000,19.79568,98,0,0x00000000,0
200.251,1,0.08718575,-0.01878325,-0.10075,-0.02546752,-0.0189203,-0.0039469,-0.02869719,-0.01356304,-0.00387466,1.004376,0.109213,0.05366263,0.3876159,-1457.555,-249.6021,0.06936646,1478.772,6246.37,7.664428,0,0.04315186,0,55883182,37545116,197.5075,1572.657,1572.775,0.4804601,-26.92357,-6.7511,-0.06633021,27.75709,27.75717,-0.1369176,194.0767,-25.13896,12.89263,12.8957,0.2881891,-26.92357,-6.7511,-0.06633021,27.75709,27.75717,-0.4125167,-25.13896,348.962,1.38025,1.648982,2.693732,1.703851,1.800097,6011980,320249,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.962,0,0.06936646,5,99.92581,0,-0.06633021,0,1.648982,0,1.38025,0,348.962,0,-0.1369176,7.587484,-25.13896,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.0596,0x00000000,19.79568,98,0,0x00000000,0
200.262,1,0.02764372,0.003354023,0.03589119,-0.02434556,-0.01573461,0.002333701,-0.02686826,-0.01085443,0.002465189,0.9979557,0.1165463,0.06566263,0.3802826,-1457.824,-249.6696,0.06869507,1479.049,6246.37,7.664428,0,0.04315186,0,55883179,37545115,197.5068,1572.751,1572.869,0.4825907,-26.9262,-6.752198,-0.0665777,27.75991,27.75999,-0.1374145,194.0776,-25.13939,12.89322,12.89629,0.2888635,-26.9262,-6.752198,-0.0665777,27.75991,27.75999,-0.4105611,-25.13939,348.9624,1.379106,1.649939,2.693894,1.7033,1.799411,6011980,320259,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9624,0,0.06869507,5,99.93596,0,-0.0665777,0,1.649939,0,1.379106,0,348.9624,0,-0.1374145,7.58944,-25.13939,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.0596,0x00000000,19.79568,98,0,0x00000000,0
200.271,1,-0.07807717,0.00487344,0.008410513,-0.02366087,-0.01471305,-0.0001434684,-0.02604306,-0.009893011,2.622604E-06,1.000385,0.1165463,0.06566263,0.3802826,-1458.094,-249.7372,0.06802368,1479.326,6246.37,7.664428,0,0.04315186,0,55883177,37545114,197.5061,1572.844,1572.962,0.4847304,-26.92875,-6.753201,-0.06658348,27.76262,27.7627,-0.137413,194.0784,-25.13999,12.89381,12.89688,0.2895371,-26.92875,-6.753201,-0.06658348,27.76262,27.7627,-0.4109189,-25.13999,348.9625,1.379147,1.649137,2.694057,1.703491,1.7996,6011980,320269,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9625,0,0.06802368,5,99.94573,0,-0.06658348,0,1.649137,0,1.379147,0,348.9625,0,-0.137413,7.589082,-25.13999,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.0596,0x00000000,19.79568,98,0,0x00000000,0
200.281,1,-0.0841842,0.08311809,0.1114637,-0.02423491,-0.01814672,0.002211154,-0.02721645,-0.01323005,0.002271175,0.9981877,0.1165463,0.06566263,0.3802826,-1458.363,-249.8047,0.09596252,1479.603,6246.37,7.453369,0,0.3314972,0,55883175,37545113,197.5341,1572.938,1573.055,0.4654958,-26.93141,-6.754532,-0.05421001,27.76553,27.76558,-0.1118654,194.0797,-25.141,12.89439,12.89747,0.28331,-26.93141,-6.754532,-0.05421001,27.76553,27.76558,-0.4375187,-25.141,348.9637,1.379942,1.648299,2.69422,1.703682,1.799789,6011980,320279,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9637,0,0.09596252,5,99.9561,0,-0.05421001,0,1.648299,0,1.379942,0,348.9637,0,-0.1118654,7.562482,-25.141,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.0596,0x00000000,19.79568,98,0,0x00000000,0
200.291,1,0.09215164,0.1480034,-0.03853595,-0.02611733,-0.02169586,0.0002892613,-0.02977675,-0.01630441,0.0002943277,1.000282,0.1165463,0.06566263,0.3802826,-1458.632,-249.8723,0.09541321,1479.88,6246.37,7.453369,0,0.3314972,0,55883172,37545112,197.5335,1573.031,1573.149,0.4675599,-26.93433,-6.756165,-0.05424443,27.76875,27.76881,-0.1119234,194.0815,-25.14316,12.89498,12.89806,0.28399,-26.93433,-6.756165,-0.05424443,27.76875,27.76881,-0.4383504,-25.14316,348.9634,1.381428,1.64919,2.694384,1.703873,1.799979,6011980,320289,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9634,0,0.09541321,5,99.9677,0,-0.05424443,0,1.64919,0,1.381428,0,348.9634,0,-0.1119234,7.561651,-25.14316,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.0596,0x00000000,19.79568,98,0,0x00000000,0
200.301,1,0.03108337,0.09075112,0.02291464,-0.02857007,-0.02010629,0.0001424551,-0.0318849,-0.01426477,0.0002527237,1.000357,0.1165463,0.06566263,0.3802826,-1458.902,-249.9399,0.09486389,1480.157,6246.37,7.453369,0,0.3314972,0,55883170,37545111,197.533,1573.125,1573.242,0.4696334,-26.93745,-6.757597,-0.05427476,27.77213,27.77218,-0.1119723,194.0828,-25.1442,12.89557,12.89864,0.2846692,-26.93745,-6.757597,-0.05427476,27.77213,27.77218,-0.4389507,-25.1442,348.9637,1.382324,1.649484,2.694547,1.704065,1.800169,6011980,320299,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9637,0,0.09486389,5,99.97986,0,-0.05427476,0,1.649484,0,1.382324,0,348.9637,0,-0.1119723,7.56105,-25.1442,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.0596,0x00000000,19.79568,98,0,0x00000000,0
200.312,1,0.0005489174,0.01899574,0.0778762,-0.02676397,-0.01635548,0.0004297495,-0.0293929,-0.01093701,0.0006037951,0.9998882,0.1165463,0.06566263,0.3802826,-1459.171,-250.0075,0.09431458,1480.434,6246.37,7.453369,0,0.3314972,0,55883167,37545110,197.5324,1573.218,1573.336,0.4717161,-26.94033,-6.758703,-0.05433955,27.77519,27.77524,-0.1120937,194.0835,-25.14411,12.89616,12.89923,0.2853475,-26.94033,-6.758703,-0.05433955,27.77519,27.77524,-0.4375927,-25.14411,348.9645,1.381266,1.650147,2.694709,1.703512,1.799483,6011980,320309,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9645,0,0.09431458,5,99.99088,0,-0.05433955,0,1.650147,0,1.381266,0,348.9645,0,-0.1120937,7.562409,-25.14411,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.0596,0x00000000,19.79568,98,0,0x00000000,0
200.321,1,0.06238516,-0.001623147,-0.0996043,-0.02220091,-0.01211233,0.001362801,-0.02408611,-0.007683169,0.00154829,0.9987717,0.1165463,0.05432929,0.3786159,-1459.44,-250.0751,0.09376526,1480.711,6246.37,7.453369,0,0.3314972,0,55883165,37545109,197.5319,1573.312,1573.43,0.4738081,-26.94268,-6.75949,-0.05449704,27.77767,27.77772,-0.1124085,194.0839,-25.14545,12.89675,12.89982,0.2860251,-26.94268,-6.75949,-0.05449704,27.77767,27.77772,-0.4369911,-25.14545,348.9635,1.381274,1.650724,2.694872,1.703704,1.79967,6011980,320319,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9635,0,0.09376526,5,99.99979,0,-0.05449704,0,1.650724,0,1.381274,0,348.9635,0,-0.1124085,7.56301,-25.14545,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.0596,0x00000000,19.79568,98,0,0x00000000,0
200.331,1,-0.08341656,0.02165923,-0.02250502,-0.02292197,-0.01578969,0.002096176,-0.02548238,-0.01116442,0.002192736,0.9981951,0.1165463,0.05432929,0.3786159,-1459.71,-250.1427,0.09321594,1480.988,6246.37,7.453369,0,0.3314972,0,55883163,37545108,197.5313,1573.405,1573.523,0.4759093,-26.94518,-6.760618,-0.05471779,27.78036,27.78041,-0.1128529,194.0849,-25.14663,12.89734,12.90041,0.2867019,-26.94518,-6.760618,-0.05471779,27.78036,27.78041,-0.4370678,-25.14663,348.9633,1.381492,1.649861,2.695036,1.703896,1.799859,6011980,320330,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9633,0,0.09321594,5,100.0095,0,-0.05471779,0,1.649861,0,1.381492,0,348.9633,0,-0.1128529,7.562933,-25.14663,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.0596,0x00000000,19.79568,98,0,0x00000000,0
200.341,1,-0.01280583,-0.0107836,-0.09082572,-0.02270415,-0.02064149,0.0006679296,-0.02623019,-0.01592374,0.0006207824,0.9998502,0.1165463,0.05432929,0.3786159,-1459.979,-250.2103,0.09266663,1481.265,6246.37,7.453369,0,0.3314972,0,55883160,37545106,197.5308,1573.499,1573.617,0.4780197,-26.94774,-6.762213,-0.05478426,27.78324,27.78329,-0.1129783,194.0869,-25.1494,12.89792,12.901,0.287378,-26.94774,-6.762213,-0.05478426,27.78324,27.78329,-0.4368373,-25.1494,348.9625,1.381406,1.649688,2.695199,1.704088,1.800047,6011980,320340,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9625,0,0.09266663,5,100.0199,0,-0.05478426,0,1.649688,0,1.381406,0,348.9625,0,-0.1129783,7.563163,-25.1494,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.16811,2.045,0x00000000,19.79568,98,0,0x00000000,0
200.352,1,0.07078198,-0.02147077,-0.05761958,-0.02344131,-0.02082882,0.000630796,-0.02699278,-0.0159719,0.000594914,0.9998971,0.1165463,0.05432929,0.3786159,-1460.249,-250.278,0.09211731,1481.542,6246.37,7.453369,0,0.3314972,0,55883158,37545105,197.5302,1573.592,1573.71,0.4801393,-26.95038,-6.763813,-0.05484818,27.78619,27.78624,-0.1130981,194.0887,-25.15177,12.89851,12.90159,0.2880533,-26.95038,-6.763813,-0.05484818,27.78619,27.78624,-0.4345842,-25.15177,348.9619,1.38001,1.651531,2.695361,1.703537,1.79936,6011980,320350,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9619,0,0.09211731,5,100.0305,0,-0.05484818,0,1.651531,0,1.38001,0,348.9619,0,-0.1130981,7.565417,-25.15177,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.16811,2.045,0x00000000,19.79568,98,0,0x00000000,0
